['Fi', 'R', 'U', 'Ui', 'Fi', 'Li', 'F', 'Bi', 'Ui', 'Ui', 'R', 'Li', 'Ri', 'D', 'R', 'L', 'Bi', 'Fi', 'D', 'R', 'Fi', 'R', 'L', 'U', 'R', 'U', 'Li', 'U', 'Ri', 'F']
['B', 'D', 'Bi', 'F', 'Di', 'D', 'F', 'F', 'L', 'Ri', 'F', 'Ui', 'F', 'U', 'F', 'D', 'F', 'Fi', 'D', 'Ui', 'Fi', 'B', 'F', 'Ui', 'Fi', 'F', 'Ui', 'Bi', 'Di', 'Fi']
['Bi', 'Di', 'Ui', 'Di', 'Ui', 'D', 'F', 'Fi', 'Fi', 'Di', 'Di', 'Di', 'Ui', 'R', 'D', 'Li', 'F', 'F', 'D', 'Ri', 'Ri', 'Di', 'L', 'Li', 'F', 'F', 'Fi', 'Di', 'Fi', 'F']
['U', 'R', 'Ui', 'L', 'L', 'Ri', 'L', 'Fi', 'Di', 'Ui', 'U', 'Bi', 'U', 'F', 'D', 'B', 'Li', 'Ui', 'Ri', 'Di', 'R', 'R', 'F', 'R', 'Li', 'D', 'Bi', 'U', 'U', 'F']
['F', 'D', 'D', 'L', 'Fi', 'Di', 'B', 'Fi', 'U', 'D', 'B', 'Fi', 'Fi', 'D', 'L', 'Ri', 'R', 'B', 'Ri', 'L', 'D', 'D', 'R', 'Di', 'Di', 'D', 'Li', 'D', 'Di', 'B']
['Bi', 'Fi', 'Bi', 'F', 'Di', 'L', 'R', 'F', 'Ri', 'U', 'Ri', 'Fi', 'Ui', 'F', 'F', 'Ui', 'Bi', 'L', 'Ri', 'Ui', 'Fi', 'B', 'Di', 'B', 'Di', 'Li', 'Ri', 'Di', 'Di', 'Li']
['F', 'Li', 'U', 'Ri', 'Bi', 'Ui', 'D', 'B', 'Di', 'Di', 'R', 'R', 'U', 'F', 'D', 'D', 'D', 'D', 'D', 'Li', 'Ri', 'U', 'Bi', 'Fi', 'Bi', 'B', 'U', 'B', 'F', 'Di']
['Li', 'Di', 'Li', 'U', 'Di', 'R', 'Bi', 'L', 'F', 'Bi', 'Fi', 'L', 'B', 'L', 'Bi', 'R', 'L', 'R', 'U', 'R', 'F', 'Ri', 'B', 'Ri', 'Li', 'B', 'Li', 'B', 'F', 'U']
['R', 'B', 'F', 'U', 'R', 'R', 'F', 'Ri', 'Ui', 'Fi', 'Ui', 'Fi', 'U', 'Di', 'F', 'Ri', 'R', 'B', 'L', 'Ri', 'B', 'B', 'Ui', 'Li', 'Bi', 'Ri', 'Fi', 'R', 'B', 'L']
['Ui', 'Li', 'Ri', 'R', 'Fi', 'Li', 'Ui', 'U', 'R', 'Bi', 'Li', 'R', 'Di', 'Di', 'L', 'Bi', 'Ui', 'Ri', 'Ui', 'D', 'Ui', 'Ui', 'B', 'U', 'Ui', 'R', 'Bi', 'Bi', 'Bi', 'R']
['Fi', 'Ri', 'Di', 'Fi', 'U', 'Fi', 'Li', 'D', 'Bi', 'R', 'L', 'Fi', 'Ri', 'L', 'Bi', 'R', 'Fi', 'U', 'B', 'Ri', 'D', 'Ri', 'F', 'Ri', 'Bi', 'Fi', 'Li', 'R', 'Fi', 'Ri']
['Fi', 'Ui', 'B', 'U', 'Ui', 'B', 'F', 'U', 'Ui', 'Bi', 'F', 'Ui', 'F', 'R', 'Ri', 'B', 'Li', 'Ui', 'R', 'D', 'F', 'R', 'Fi', 'Fi', 'B', 'Bi', 'R', 'D', 'B', 'D']
['Di', 'Li', 'Fi', 'Ui', 'Fi', 'Li', 'Fi', 'Ri', 'R', 'R', 'Ui', 'U', 'Ri', 'F', 'Ui', 'B', 'B', 'Di', 'Ui', 'D', 'Ri', 'Bi', 'F', 'F', 'Li', 'Li', 'Di', 'Ri', 'Ui', 'Di']
['Ri', 'Di', 'Ri', 'Di', 'Fi', 'B', 'F', 'F', 'Bi', 'F', 'D', 'Ri', 'L', 'D', 'D', 'R', 'B', 'D', 'U', 'Fi', 'U', 'Ui', 'Fi', 'D', 'F', 'L', 'Bi', 'D', 'R', 'Bi']
['Fi', 'U', 'F', 'Fi', 'Di', 'D', 'B', 'Di', 'R', 'B', 'Ri', 'B', 'R', 'F', 'D', 'U', 'Li', 'L', 'Ri', 'D', 'Fi', 'L', 'Ri', 'D', 'D', 'R', 'Bi', 'Di', 'Fi', 'Ui']
['U', 'F', 'Bi', 'R', 'R', 'Ri', 'D', 'B', 'Ri', 'Bi', 'U', 'F', 'F', 'Ui', 'Fi', 'R', 'Bi', 'B', 'Li', 'Fi', 'Bi', 'L', 'R', 'Ui', 'Ri', 'R', 'Ri', 'Ri', 'Ri', 'Di']
['Bi', 'Ui', 'F', 'Bi', 'U', 'Fi', 'F', 'Di', 'Ri', 'U', 'F', 'R', 'Li', 'D', 'Ui', 'Fi', 'Li', 'Fi', 'Ri', 'Di', 'U', 'L', 'Di', 'D', 'D', 'Fi', 'Fi', 'R', 'F', 'Ri']
['R', 'D', 'Fi', 'Bi', 'U', 'F', 'Bi', 'Bi', 'U', 'Bi', 'Fi', 'Di', 'Li', 'Ri', 'U', 'Ui', 'Fi', 'Bi', 'Di', 'Ui', 'U', 'Ri', 'B', 'Li', 'Li', 'Ui', 'Bi', 'F', 'Fi', 'Bi']
['Di', 'Ui', 'Ui', 'F', 'F', 'Bi', 'Di', 'U', 'Fi', 'Fi', 'F', 'D', 'Li', 'Li', 'Bi', 'Li', 'Ri', 'F', 'L', 'L', 'D', 'B', 'Ui', 'R', 'R', 'Li', 'F', 'L', 'Ri', 'B']
['F', 'B', 'Bi', 'D', 'B', 'B', 'Bi', 'B', 'Ui', 'Ri', 'R', 'Li', 'L', 'Di', 'F', 'R', 'Fi', 'Ui', 'Ui', 'Ri', 'B', 'D', 'Di', 'F', 'D', 'Li', 'Ui', 'Li', 'Fi', 'D']
['L', 'L', 'U', 'B', 'Ri', 'Fi', 'Ui', 'Fi', 'Ui', 'Di', 'Ri', 'L', 'R', 'Ui', 'Bi', 'B', 'Di', 'F', 'Ui', 'L', 'F', 'Li', 'Ri', 'L', 'Fi', 'Ri', 'Li', 'Ui', 'Li', 'U']
['L', 'Ui', 'L', 'Bi', 'R', 'L', 'B', 'Li', 'D', 'U', 'D', 'Ui', 'L', 'U', 'F', 'Di', 'F', 'B', 'Di', 'Ri', 'Li', 'Ui', 'D', 'Li', 'Ri', 'D', 'B', 'Ri', 'L', 'U']
['U', 'Di', 'B', 'F', 'Di', 'R', 'U', 'F', 'R', 'Li', 'Di', 'R', 'D', 'Ri', 'B', 'Ui', 'D', 'L', 'F', 'Bi', 'Bi', 'Di', 'U', 'Ui', 'B', 'L', 'Bi', 'F', 'Ui', 'L']
['Bi', 'L', 'B', 'U', 'Bi', 'Bi', 'R', 'Ri', 'Bi', 'U', 'B', 'Bi', 'L', 'D', 'Bi', 'U', 'D', 'Bi', 'B', 'Ri', 'Fi', 'Fi', 'L', 'Ri', 'R', 'Ui', 'F', 'Di', 'L', 'D']
['R', 'Ui', 'Ui', 'R', 'L', 'Ri', 'Bi', 'Li', 'D', 'Ui', 'L', 'R', 'Fi', 'Bi', 'Ui', 'Ui', 'Li', 'Di', 'Di', 'Fi', 'R', 'Fi', 'Ri', 'U', 'U', 'F', 'Ui', 'R', 'R', 'L']
['D', 'B', 'U', 'Li', 'F', 'L', 'Di', 'Ui', 'Di', 'R', 'L', 'F', 'U', 'Li', 'Fi', 'Fi', 'U', 'D', 'Ri', 'Ri', 'Ri', 'F', 'Ri', 'F', 'Ui', 'B', 'Fi', 'R', 'Ui', 'U']
['Fi', 'D', 'Ui', 'F', 'U', 'Fi', 'Li', 'R', 'U', 'Di', 'Di', 'U', 'Di', 'D', 'Ui', 'Li', 'Ri', 'F', 'Li', 'B', 'U', 'Fi', 'Li', 'Bi', 'L', 'F', 'R', 'Fi', 'Li', 'U']
['R', 'Ui', 'B', 'D', 'B', 'F', 'F', 'Bi', 'F', 'Fi', 'Fi', 'Bi', 'B', 'F', 'L', 'Bi', 'Ui', 'L', 'Ui', 'Di', 'R', 'L', 'B', 'Fi', 'R', 'R', 'Di', 'Bi', 'Li', 'Fi']
['F', 'F', 'Fi', 'U', 'Fi', 'Di', 'Ri', 'L', 'B', 'Li', 'Ui', 'Fi', 'D', 'Ui', 'L', 'D', 'Ui', 'L', 'Fi', 'L', 'U', 'L', 'R', 'D', 'F', 'Ri', 'Fi', 'Fi', 'F', 'Di']
['Ri', 'L', 'Ri', 'Ri', 'Li', 'Ri', 'R', 'D', 'U', 'B', 'U', 'Li', 'Ri', 'Ri', 'F', 'Li', 'Bi', 'Ui', 'Di', 'Ri', 'U', 'D', 'B', 'Ri', 'D', 'B', 'Bi', 'L', 'L', 'U']
['L', 'Fi', 'Ui', 'Di', 'Ui', 'Bi', 'Ui', 'Fi', 'F', 'Ui', 'Bi', 'Li', 'Fi', 'Bi', 'B', 'Di', 'Fi', 'Li', 'F', 'R', 'U', 'R', 'Ri', 'Fi', 'B', 'Bi', 'L', 'L', 'F', 'U']
['Li', 'B', 'Ri', 'D', 'F', 'Li', 'U', 'U', 'R', 'Di', 'R', 'B', 'Ri', 'Ri', 'Ri', 'Bi', 'Ui', 'U', 'F', 'B', 'Ri', 'Ui', 'D', 'R', 'Di', 'L', 'Ui', 'Fi', 'B', 'Di']
['D', 'L', 'U', 'Di', 'F', 'Li', 'R', 'B', 'Bi', 'Li', 'B', 'B', 'B', 'R', 'L', 'D', 'U', 'Li', 'B', 'Ri', 'D', 'Fi', 'D', 'Li', 'Fi', 'L', 'Di', 'Fi', 'Ui', 'Di']
['L', 'D', 'R', 'Ui', 'R', 'B', 'Ri', 'Ri', 'Ri', 'U', 'F', 'R', 'R', 'R', 'Di', 'L', 'D', 'Li', 'F', 'D', 'Bi', 'R', 'L', 'Ui', 'Ui', 'F', 'F', 'Ri', 'F', 'Ri']
['Di', 'Bi', 'D', 'Ui', 'Ri', 'Fi', 'F', 'U', 'Ri', 'Ri', 'Di', 'L', 'Bi', 'Fi', 'Ui', 'F', 'U', 'B', 'Li', 'Li', 'L', 'R', 'Ri', 'Ui', 'U', 'Li', 'U', 'L', 'Ri', 'Ri']
['Di', 'Li', 'Di', 'U', 'Ri', 'L', 'Li', 'U', 'L', 'U', 'Li', 'R', 'Di', 'Li', 'Li', 'F', 'Li', 'F', 'Di', 'U', 'Fi', 'Li', 'U', 'F', 'Bi', 'Bi', 'F', 'Di', 'F', 'Ri']
['U', 'F', 'Bi', 'D', 'U', 'Di', 'Li', 'L', 'B', 'F', 'Fi', 'L', 'U', 'L', 'Fi', 'Ri', 'Bi', 'R', 'D', 'Fi', 'Ui', 'Fi', 'L', 'L', 'Bi', 'L', 'Fi', 'Fi', 'Ri', 'Bi']
['Ri', 'Fi', 'B', 'B', 'F', 'L', 'R', 'Fi', 'B', 'F', 'Ri', 'F', 'F', 'D', 'Ui', 'F', 'Bi', 'Bi', 'Ri', 'D', 'Fi', 'Fi', 'L', 'Ri', 'F', 'L', 'F', 'U', 'Fi', 'Ui']
['U', 'R', 'Ri', 'Ui', 'Fi', 'F', 'Ri', 'D', 'Ri', 'B', 'F', 'Ui', 'Di', 'B', 'R', 'L', 'Ui', 'Di', 'U', 'Bi', 'R', 'Fi', 'B', 'Ui', 'L', 'Ui', 'Li', 'R', 'R', 'L']
['R', 'Ui', 'Fi', 'Ui', 'D', 'Ui', 'Fi', 'L', 'L', 'L', 'U', 'R', 'U', 'Li', 'Ri', 'Ui', 'B', 'Di', 'Li', 'Ui', 'R', 'Li', 'Di', 'Bi', 'B', 'Fi', 'Li', 'B', 'Bi', 'B']
['L', 'Li', 'Ri', 'Fi', 'L', 'Ri', 'Fi', 'Ri', 'Fi', 'Bi', 'Fi', 'F', 'B', 'R', 'Di', 'B', 'Di', 'U', 'L', 'B', 'B', 'Li', 'Di', 'B', 'U', 'Bi', 'Li', 'U', 'Bi', 'Bi']
['Di', 'Ui', 'Di', 'Li', 'U', 'D', 'Bi', 'B', 'L', 'F', 'Fi', 'Ri', 'Bi', 'F', 'Li', 'L', 'Ui', 'L', 'Ui', 'Ri', 'Bi', 'Ri', 'Ui', 'R', 'L', 'R', 'B', 'Bi', 'Fi', 'Di']
['B', 'L', 'Fi', 'Bi', 'Ri', 'Di', 'Di', 'L', 'D', 'Li', 'Fi', 'Fi', 'Ui', 'Li', 'Li', 'Li', 'B', 'Bi', 'F', 'L', 'Li', 'U', 'Ui', 'L', 'Fi', 'Bi', 'L', 'F', 'Ui', 'Fi']
['B', 'Fi', 'D', 'L', 'R', 'Di', 'D', 'R', 'Di', 'R', 'Li', 'Di', 'Fi', 'Ui', 'B', 'Li', 'Di', 'Di', 'L', 'L', 'Ri', 'F', 'B', 'U', 'Bi', 'R', 'L', 'B', 'D', 'Di']
['Li', 'Li', 'R', 'U', 'U', 'B', 'Fi', 'Bi', 'F', 'U', 'B', 'F', 'D', 'Fi', 'D', 'Fi', 'B', 'Bi', 'Bi', 'F', 'Ui', 'Ri', 'Bi', 'D', 'Ui', 'Li', 'L', 'Di', 'B', 'Ui']
['R', 'D', 'Fi', 'L', 'L', 'Ri', 'Li', 'Ui', 'F', 'Bi', 'Ui', 'Fi', 'Bi', 'Bi', 'Di', 'L', 'Fi', 'Ri', 'B', 'B', 'L', 'Fi', 'D', 'L', 'Li', 'Li', 'Di', 'D', 'U', 'Ui']
['Fi', 'B', 'Ri', 'Bi', 'Ui', 'B', 'Li', 'D', 'Bi', 'Di', 'Bi', 'Fi', 'Fi', 'Fi', 'L', 'Bi', 'D', 'B', 'Li', 'Ri', 'Ri', 'D', 'Ui', 'D', 'Bi', 'U', 'U', 'B', 'D', 'R']
['Ui', 'Li', 'Bi', 'L', 'Bi', 'Ri', 'Di', 'Bi', 'L', 'Bi', 'Li', 'L', 'Fi', 'U', 'B', 'B', 'Ri', 'Ui', 'U', 'B', 'L', 'Bi', 'U', 'L', 'L', 'Ui', 'F', 'Li', 'D', 'U']
['U', 'Ui', 'Ui', 'F', 'U', 'L', 'Fi', 'Bi', 'B', 'Fi', 'Fi', 'Bi', 'Di', 'Ui', 'R', 'Di', 'U', 'Ri', 'D', 'L', 'Ri', 'D', 'Fi', 'R', 'U', 'U', 'Ri', 'B', 'L', 'Fi']
['F', 'U', 'L', 'R', 'Ri', 'Fi', 'Ri', 'L', 'R', 'B', 'Bi', 'U', 'Di', 'R', 'D', 'Fi', 'Ui', 'Ri', 'F', 'L', 'Li', 'Li', 'R', 'Fi', 'Bi', 'U', 'R', 'Li', 'R', 'Ui']
['Li', 'R', 'Li', 'Fi', 'Fi', 'Li', 'D', 'Ui', 'B', 'B', 'Ui', 'Di', 'Ri', 'Bi', 'Bi', 'F', 'Fi', 'Fi', 'R', 'U', 'Di', 'Ui', 'R', 'Ui', 'Ri', 'Ri', 'B', 'R', 'Bi', 'R']
['F', 'B', 'D', 'Ri', 'Ui', 'Di', 'Ri', 'U', 'F', 'U', 'F', 'B', 'L', 'R', 'U', 'F', 'F', 'F', 'Fi', 'L', 'Bi', 'B', 'Li', 'Fi', 'L', 'L', 'D', 'Bi', 'B', 'L']
['D', 'Di', 'F', 'Bi', 'Di', 'B', 'B', 'D', 'Di', 'Ri', 'Bi', 'Ui', 'Fi', 'L', 'Di', 'Ri', 'Li', 'Ui', 'L', 'Fi', 'Bi', 'Li', 'Ri', 'B', 'L', 'B', 'Li', 'Li', 'B', 'Bi']
['U', 'Ui', 'Li', 'Ui', 'D', 'Fi', 'L', 'Ri', 'B', 'Di', 'Li', 'Ri', 'F', 'Ri', 'D', 'Ri', 'U', 'Di', 'R', 'D', 'R', 'U', 'U', 'Li', 'Bi', 'Fi', 'B', 'Fi', 'Di', 'Bi']
['U', 'Bi', 'U', 'Di', 'Li', 'Ui', 'Ri', 'Fi', 'Ui', 'Ui', 'U', 'L', 'Ui', 'L', 'Ri', 'F', 'R', 'D', 'Di', 'R', 'Li', 'Ri', 'B', 'F', 'Ri', 'L', 'Di', 'Ui', 'R', 'B']
['Ui', 'Bi', 'Ri', 'Ui', 'Ri', 'Fi', 'Di', 'F', 'Bi', 'Ri', 'Ri', 'D', 'Di', 'Fi', 'U', 'U', 'U', 'Ui', 'Bi', 'R', 'Fi', 'Fi', 'Bi', 'Li', 'Ri', 'B', 'Fi', 'Di', 'R', 'Di']
['D', 'Bi', 'R', 'R', 'Li', 'R', 'Fi', 'R', 'U', 'L', 'F', 'F', 'Ri', 'D', 'U', 'Di', 'U', 'D', 'Ui', 'F', 'Di', 'Bi', 'Bi', 'Ui', 'Fi', 'Bi', 'L', 'F', 'Ui', 'L']
['D', 'Fi', 'B', 'F', 'D', 'L', 'L', 'L', 'Ui', 'F', 'L', 'Li', 'Ui', 'Ui', 'Bi', 'B', 'Ri', 'U', 'Di', 'D', 'L', 'Ri', 'F', 'L', 'R', 'L', 'Ri', 'Li', 'U', 'D']
['D', 'B', 'L', 'F', 'Ui', 'Ui', 'D', 'R', 'L', 'B', 'Fi', 'R', 'F', 'D', 'U', 'Di', 'Fi', 'D', 'Fi', 'Bi', 'L', 'Ui', 'Bi', 'Ui', 'Bi', 'Di', 'Li', 'Li', 'Di', 'D']
['U', 'D', 'D', 'F', 'R', 'Li', 'R', 'D', 'Li', 'L', 'R', 'D', 'L', 'R', 'L', 'R', 'F', 'D', 'Bi', 'B', 'Bi', 'Ri', 'L', 'Fi', 'Bi', 'U', 'Fi', 'R', 'Bi', 'F']
['D', 'Ui', 'U', 'U', 'Ui', 'F', 'R', 'R', 'F', 'Bi', 'B', 'Bi', 'Fi', 'Fi', 'Ri', 'Fi', 'B', 'R', 'Li', 'Di', 'U', 'Ri', 'B', 'D', 'Ri', 'U', 'D', 'Di', 'F', 'Di']
['R', 'U', 'B', 'Fi', 'Ri', 'B', 'Di', 'R', 'Li', 'D', 'U', 'Di', 'L', 'Ri', 'Bi', 'Ui', 'Ui', 'D', 'Li', 'Ui', 'Fi', 'Di', 'R', 'D', 'B', 'Li', 'L', 'D', 'L', 'F']
['D', 'D', 'L', 'D', 'L', 'Fi', 'R', 'B', 'R', 'F', 'Ui', 'Di', 'R', 'Di', 'Di', 'B', 'U', 'L', 'B', 'D', 'D', 'F', 'B', 'Di', 'F', 'D', 'Li', 'B', 'B', 'Li']
['R', 'R', 'L', 'Fi', 'Di', 'Ui', 'Fi', 'F', 'Li', 'U', 'Ui', 'Li', 'Di', 'Bi', 'D', 'Bi', 'L', 'Fi', 'B', 'U', 'F', 'Ui', 'Bi', 'U', 'Li', 'Fi', 'Ri', 'Ui', 'Ui', 'Ui']
['Bi', 'L', 'B', 'R', 'U', 'D', 'D', 'Bi', 'Ui', 'D', 'Li', 'Di', 'F', 'D', 'B', 'Di', 'Bi', 'Ri', 'D', 'Bi', 'D', 'D', 'L', 'Fi', 'Fi', 'Fi', 'Ri', 'F', 'Bi', 'Bi']
['Bi', 'Li', 'Li', 'Di', 'Fi', 'F', 'D', 'F', 'Fi', 'F', 'Ri', 'Ri', 'Di', 'Di', 'D', 'Li', 'F', 'R', 'Di', 'Ri', 'B', 'Ri', 'R', 'D', 'D', 'Bi', 'Ui', 'U', 'Fi', 'U']
['Di', 'Fi', 'Ri', 'F', 'Ui', 'Bi', 'F', 'Ri', 'Li', 'R', 'Ui', 'Ri', 'U', 'Bi', 'Ri', 'U', 'Li', 'Fi', 'B', 'F', 'Li', 'Fi', 'B', 'Li', 'Ui', 'R', 'B', 'Ri', 'Ri', 'L']
['R', 'R', 'B', 'U', 'Bi', 'Li', 'Di', 'Bi', 'U', 'R', 'Ui', 'Bi', 'Ui', 'U', 'U', 'Li', 'U', 'Fi', 'B', 'D', 'Bi', 'L', 'L', 'R', 'Li', 'R', 'Ui', 'Li', 'Ui', 'D']
['F', 'Ui', 'Ui', 'D', 'Bi', 'F', 'U', 'Li', 'Ui', 'R', 'D', 'R', 'Li', 'D', 'Di', 'Ui', 'Bi', 'U', 'Bi', 'L', 'Li', 'Bi', 'L', 'L', 'U', 'L', 'Di', 'Ui', 'L', 'B']
['F', 'Ui', 'D', 'L', 'Li', 'Bi', 'Ui', 'B', 'Ui', 'L', 'Li', 'Li', 'Ui', 'D', 'U', 'Di', 'Fi', 'Fi', 'Bi', 'L', 'L', 'Di', 'Ri', 'R', 'L', 'Ui', 'Fi', 'Ri', 'D', 'Di']
['Di', 'Li', 'R', 'Fi', 'R', 'B', 'R', 'R', 'R', 'Ri', 'Fi', 'F', 'L', 'Bi', 'Di', 'B', 'Ri', 'R', 'Li', 'R', 'Ui', 'Bi', 'Di', 'R', 'R', 'R', 'Di', 'Fi', 'Li', 'B']
['Bi', 'Di', 'Li', 'R', 'R', 'B', 'Di', 'U', 'R', 'D', 'Ri', 'Li', 'U', 'D', 'F', 'R', 'L', 'L', 'L', 'Di', 'Bi', 'Fi', 'D', 'D', 'B', 'Di', 'Li', 'L', 'D', 'L']
['B', 'U', 'Ri', 'D', 'F', 'R', 'L', 'Li', 'R', 'L', 'L', 'R', 'Ri', 'Ui', 'L', 'F', 'Li', 'F', 'U', 'D', 'L', 'L', 'R', 'B', 'L', 'R', 'Ui', 'D', 'Ui', 'Di']
['R', 'R', 'R', 'R', 'B', 'Bi', 'L', 'U', 'U', 'Li', 'R', 'R', 'Li', 'B', 'Fi', 'Li', 'B', 'F', 'B', 'L', 'Li', 'L', 'Ri', 'R', 'Di', 'Fi', 'Di', 'Li', 'Di', 'B']
['Fi', 'Li', 'B', 'Bi', 'Li', 'R', 'Li', 'Ri', 'B', 'Di', 'L', 'D', 'D', 'D', 'D', 'Li', 'R', 'R', 'Li', 'Ui', 'Bi', 'F', 'R', 'F', 'Ri', 'B', 'Li', 'Ri', 'Ui', 'B']
['Bi', 'D', 'Bi', 'L', 'B', 'R', 'B', 'B', 'Fi', 'Bi', 'B', 'Bi', 'R', 'R', 'Li', 'Li', 'B', 'B', 'Di', 'B', 'U', 'Fi', 'Li', 'Ri', 'Di', 'R', 'L', 'F', 'Di', 'Di']
['F', 'Ri', 'B', 'Li', 'Fi', 'U', 'Ri', 'Ui', 'L', 'Ri', 'F', 'L', 'B', 'L', 'Li', 'D', 'Di', 'F', 'Di', 'Li', 'L', 'Di', 'Di', 'L', 'D', 'Bi', 'D', 'Ri', 'Ri', 'R']
['L', 'Fi', 'U', 'Di', 'B', 'Ui', 'L', 'F', 'U', 'L', 'D', 'Fi', 'Ui', 'Li', 'Di', 'Fi', 'Ri', 'Bi', 'B', 'L', 'Di', 'R', 'Ui', 'Ui', 'U', 'L', 'L', 'Li', 'Ri', 'Ri']
['D', 'Ri', 'L', 'D', 'Fi', 'B', 'Bi', 'U', 'L', 'Li', 'R', 'Fi', 'U', 'F', 'D', 'Fi', 'Di', 'Fi', 'Ui', 'Bi', 'Li', 'Ri', 'F', 'R', 'B', 'Ri', 'Li', 'B', 'R', 'Di']
['Di', 'L', 'D', 'Ri', 'L', 'Fi', 'D', 'Ui', 'Di', 'Fi', 'Ui', 'Ri', 'Li', 'Di', 'L', 'Bi', 'B', 'L', 'L', 'Ri', 'R', 'F', 'U', 'Di', 'F', 'Fi', 'D', 'F', 'R', 'Ri']
['U', 'Ui', 'L', 'Di', 'Fi', 'D', 'L', 'Di', 'Di', 'R', 'Fi', 'Ui', 'Ui', 'R', 'B', 'Li', 'Ri', 'Fi', 'Ui', 'F', 'B', 'B', 'Li', 'Li', 'U', 'Ui', 'Ri', 'Ri', 'Di', 'Di']
['F', 'Ui', 'L', 'Ri', 'Fi', 'Di', 'D', 'F', 'Ri', 'Li', 'Li', 'Ri', 'B', 'F', 'F', 'F', 'F', 'L', 'F', 'B', 'Fi', 'Ri', 'D', 'L', 'Ri', 'U', 'Ui', 'L', 'D', 'Di']
['Di', 'Li', 'Bi', 'D', 'D', 'Ri', 'U', 'Ui', 'F', 'L', 'L', 'B', 'Bi', 'B', 'L', 'L', 'L', 'B', 'Ui', 'D', 'U', 'L', 'D', 'Ui', 'Ui', 'U', 'F', 'Fi', 'F', 'Bi']
['Ui', 'Li', 'R', 'Bi', 'L', 'D', 'D', 'B', 'Bi', 'B', 'U', 'F', 'Fi', 'Fi', 'Li', 'L', 'Ri', 'D', 'Li', 'Fi', 'D', 'Ui', 'F', 'Ui', 'D', 'Fi', 'Ui', 'L', 'Ui', 'D']
['R', 'Di', 'Ri', 'U', 'Ri', 'Fi', 'L', 'R', 'F', 'Di', 'Ri', 'D', 'F', 'L', 'B', 'F', 'Bi', 'R', 'Li', 'Ui', 'R', 'B', 'B', 'L', 'Li', 'U', 'F', 'Ri', 'B', 'L']
['U', 'Li', 'Li', 'D', 'Li', 'Di', 'D', 'U', 'F', 'Fi', 'Ri', 'Bi', 'U', 'Di', 'D', 'Ri', 'Li', 'Bi', 'F', 'U', 'Li', 'L', 'Ri', 'R', 'U', 'Bi', 'B', 'B', 'Ri', 'Li']
['U', 'U', 'Ri', 'B', 'Fi', 'F', 'Fi', 'Bi', 'Bi', 'Fi', 'D', 'F', 'F', 'F', 'Li', 'U', 'R', 'F', 'L', 'Li', 'F', 'Di', 'L', 'R', 'B', 'Ri', 'Bi', 'Li', 'Li', 'Fi']
['Li', 'Ui', 'Ui', 'U', 'B', 'Bi', 'Li', 'U', 'L', 'Li', 'R', 'R', 'F', 'D', 'U', 'U', 'B', 'Li', 'F', 'R', 'Fi', 'Bi', 'R', 'Ui', 'B', 'R', 'L', 'L', 'Fi', 'L']
['Bi', 'Ri', 'L', 'U', 'R', 'F', 'L', 'L', 'U', 'Ri', 'Ui', 'Ui', 'Fi', 'Ui', 'U', 'Ui', 'Li', 'Ui', 'Li', 'Ri', 'D', 'D', 'Bi', 'R', 'L', 'Fi', 'D', 'Bi', 'F', 'Li']
['Ri', 'Di', 'F', 'F', 'Li', 'Di', 'B', 'Fi', 'B', 'Ri', 'Bi', 'R', 'Ui', 'Ui', 'D', 'L', 'Ui', 'U', 'F', 'Fi', 'Fi', 'F', 'Li', 'U', 'Fi', 'Bi', 'Li', 'L', 'U', 'D']
['Di', 'Bi', 'Ri', 'L', 'Bi', 'R', 'Di', 'B', 'Li', 'Di', 'D', 'D', 'Ui', 'Li', 'F', 'Bi', 'Ri', 'F', 'U', 'Fi', 'Li', 'B', 'Ri', 'L', 'Bi', 'R', 'L', 'R', 'F', 'B']
['R', 'L', 'Fi', 'Ri', 'D', 'F', 'Fi', 'U', 'Fi', 'F', 'F', 'F', 'Li', 'L', 'B', 'Ri', 'Di', 'U', 'U', 'Di', 'Ui', 'Ui', 'L', 'Di', 'D', 'Di', 'Ri', 'Di', 'B', 'Li']
['Bi', 'D', 'B', 'Ui', 'Fi', 'F', 'Ui', 'L', 'Fi', 'U', 'Bi', 'Bi', 'Ui', 'Ri', 'L', 'L', 'Bi', 'B', 'Li', 'Ri', 'L', 'L', 'R', 'Fi', 'Ri', 'Ri', 'U', 'Ri', 'B', 'F']
['D', 'R', 'Li', 'B', 'L', 'B', 'B', 'Bi', 'R', 'Ri', 'D', 'R', 'Bi', 'Bi', 'R', 'Ri', 'L', 'L', 'Li', 'Fi', 'R', 'Li', 'R', 'D', 'Ui', 'U', 'Li', 'Di', 'B', 'U']
['Ri', 'B', 'Bi', 'D', 'D', 'Bi', 'U', 'Bi', 'L', 'B', 'Bi', 'Bi', 'Ui', 'Di', 'Fi', 'R', 'Ri', 'F', 'U', 'B', 'Fi', 'Di', 'Ui', 'Fi', 'R', 'Di', 'D', 'Li', 'Di', 'L']
['L', 'Ri', 'Fi', 'Di', 'Li', 'Li', 'D', 'B', 'R', 'U', 'R', 'Li', 'R', 'B', 'Li', 'U', 'D', 'R', 'Ri', 'Fi', 'D', 'D', 'F', 'Bi', 'Ui', 'Fi', 'Ui', 'L', 'Fi', 'Ri']
